Event Title,Appearances
b'Trendsetter',b'Maruzensky'
b'The Maruzen I Admire',"b'Maruzensky, Sakura Chiyono O, Waiter'"
b'Sewing Star',b'Maruzensky'
b'Welcome to Bubblyland',b'Maruzensky'
b'My Favorite Things',"b'Maruzensky, Monologue, Reporter'"
"b""Maruzensky's Treasure""",b'Maruzensky'
b'The Ashen Beast of Kasamatsu',"b'Monologue, Oguri Cap, Skilled Trainer A, Symboli Rudolf, Veteran Trainer A'"
b'To the Beat of the Mighty',"b'Monologue, Oguri Cap, Tamamo Cross, Umamusume A, Umamusume B'"
"b""The Beast's True Potential""","b'Monologue, Oguri Cap, Tamamo Cross'"
b'A New Connection',"b'Caster, Monologue, Oguri Cap, Skilled Trainer A, Super Creek, Tryouts Staff A, Veteran Trainer A'"
b'The Taste of Happiness',"b'Monologue, Oguri Cap'"
b'Pasta and the World Beyond',"b'Monologue, Oguri Cap, Waitress A'"
b'Matters of the Stomach',"b'Monologue, Oguri Cap'"
b'Introducing Oguri Cap!',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'Before the Debut',b'Oguri Cap'
b'After the Debut: Toward the Skies of Kasamatsu',"b'Oguri Cap, Spectator A, Spectator B'"
"b""That's Why I'll Win""","b'Monologue, Oguri Cap, Shige, Spectator A, Spectator B, Take, Tome, Yone'"
b'Spread the Word',"b'Monologue, Oguri Cap, Reporter A, Reporter B, Reporter C, Tamamo Cross'"
b'Goal Achieved: Powerful Pulse',"b'Crowd, Monologue, Oguri Cap, Reporter B, Spectator A, Spectator B, Spectator C, Spectator D, Spectator E, Spectator F, Spectator G'"
"b""New Year's Resolutions""","b'Monologue, Oguri Cap'"
b'A Gathering of Greats',"b'Inari One, Monologue, Oguri Cap, Oguri Cap and Super Creek, Super Creek, Tamamo Cross, Tamamo Cross and Inari One'"
b'Before the NHK Mile C.',b'Oguri Cap'
b'After the NHK Mile C.: Aiming for the Top',"b'Monologue, Oguri Cap'"
b'Summer Camp (Year 2) Begins!',"b'Monologue, Oguri Cap'"
b'Like a River',"b'Inari One, Monologue, Oguri Cap, Super Creek, Tamamo Cross, Umamusume A, Umamusume B'"
b'At Summer Camp (Year 2)',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'Summer Camp (Year 2) Ends',"b'Monologue, Oguri Cap'"
b'Before the Mile Ch.',"b'Monologue, Oguri Cap'"
"b'After the Mile Ch.: Chilly Wind, Fiery Heart'","b'Crowd, Inari One, Monologue, Oguri Cap, Spectator A, Spectator B, Super Creek'"
b'Before the Arima Kinen',b'Oguri Cap'
b'After the Arima Kinen: Lightning Strikes',"b'Monologue, Oguri Cap, Super Creek, Tamamo Cross'"
b'After the Arima Kinen: Electrified',"b'Oguri Cap, Super Creek, Tamamo Cross'"
"b""New Year's Shrine Visit""","b'Monologue, Oguri Cap'"
b'Raffle Time!',"b'Monologue, Oguri Cap, Raffle Clerk'"
"b""Valentine's Day""","b'Monologue, Oguri Cap'"
b'The Road Ahead',"b'Inari One, Monologue, Oguri Cap, Passerby A, Passerby B, Super Creek, Tamamo Cross, Umamusume A, Umamusume B'"
b'Fan Fest',"b'Host A, Monologue, Oguri Cap, Spectator A, Spectator B'"
b'At the Tenno Sho (Spring)',"b'Caster, Monologue, Oguri Cap'"
b'At the Tenno Sho (Spring)',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'Goal Achieved: Ogurin?!',"b'Monologue, Oguri Cap, Passerby A, Passerby B'"
b'Summer Camp (Year 3) Begins!',"b'Monologue, Oguri Cap'"
b'Summer Camp (Year 3) Ends',"b'Monologue, Oguri Cap'"
b'Before the Tenno Sho (Autumn)',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'After the Tenno Sho (Autumn): The Decisive Match',"b'Oguri Cap, Super Creek, Tamamo Cross'"
b'Holiday Season',"b'Monologue, Oguri Cap'"
b'Before the Arima Kinen',"b'Monologue, Oguri Cap, Spectator A, Spectator B'"
b'After the Arima Kinen: The Beast Awakens',"b'Crowd, Monologue, Oguri Cap, Super Creek, Tamamo Cross'"
b'Hot Spring Getaway',"b'Monologue, Oguri Cap'"
b'Ending (Normal)',"b'Monologue, Oguri Cap'"
"b""Let's Give a Big Wave""","b'Child A, Crowd, Inari One, Monologue, Oguri Cap, Shige, Spectator A, Spectator B, Spectators, Super Creek, Take, Tamamo Cross, Tome, Yone'"
b'Together Forever',"b'All, Inari One, Monologue, Oguri Cap, Super Creek, Tamamo Cross'"
b'Ready for a Challenge',b'Oguri Cap'
b'Not This Time!',b'Oguri Cap'
b'Claw Machine!',"b'Monologue, Oguri Cap'"
b'Claw Machine: Great Success!',"b'Monologue, Oguri Cap'"
b'Claw Machine: Success!',"b'Monologue, Oguri Cap'"
b'Claw Machine: Failure...',"b'Monologue, Oguri Cap'"
b'Claw Machine: Great Success!',"b'Monologue, Oguri Cap'"
b'Claw Machine: Success!',"b'Monologue, Oguri Cap'"
b'Master Trainer',"b'Monologue, Oguri Cap, Umamusume A'"
b'Dance Lesson',"b'Monologue, Oguri Cap'"
b'Fan Letter',"b'Monologue, Oguri Cap'"
b'Dream Feast',"b'Monologue, Oguri Cap'"
b'City Shock',"b'Monologue, Oguri Cap'"
b'Familiar Faces in the Clouds',"b'Monologue, Oguri Cap'"
b'Lost Umamusume',"b'Monologue, Oguri Cap, Store Clerk A, Tamamo Cross'"
b'Field Workout',"b'Mejiro Ryan, Monologue, Oguri Cap'"
b'Running on Full',"b'Caster, Monologue, Oguri Cap'"
b'Oguri Makes a Resolution',"b'Monologue, Oguri Cap, Umamusume A, Umamusume B, Umamusume C'"
b'Oguri Perseveres',"b'Kindly Lady A, Monologue, Oguri Cap'"
b'Oguri Matures',"b'Monologue, Oguri Cap, Umamusume A, Umamusume B, Umamusume C'"
b'Something Smells Good!',"b'Monologue, Oguri Cap'"
b'High-Level Rival',"b'Monologue, Oguri Cap, Symboli Rudolf'"
"b""Oguri's Gluttony Championship""","b'Monologue, Oguri Cap'"
"b""Oguri's Heart-Pounding Training""","b'Monologue, Oguri Cap'"
b'Night Owl',"b'Monologue, Oguri Cap'"
b'Skin Troubles',"b'Monologue, Oguri Cap'"
b'Race Fatigue',"b'Monologue, Oguri Cap'"
b'After Repeated Races...',"b'Monologue, Oguri Cap'"
b'Victory!',b'Oguri Cap'
b'Solid Showing',b'Oguri Cap'
b'Defeat',b'Oguri Cap'
b'No More Losing!',"b'Monologue, Oguri Cap'"
b'Sleep Deprived',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'All Refreshed',b'Oguri Cap'
b'Well-Rested!',"b'Monologue, Oguri Cap'"
b'Praying at the Shrine!',"b'Monologue, Oguri Cap'"
b'Slacking Off',"b'Monologue, Oguri Cap'"
b'Get Well Soon!',"b'Monologue, Oguri Cap'"
"b""Don't Overdo It!""","b'Monologue, Oguri Cap'"
b'At the Infirmary',"b'Monologue, Oguri Cap'"
b'Extra Training',"b'Monologue, Oguri Cap'"
b'Back in Shape!',"b'Monologue, Oguri Cap'"
b'Bottomless Pit',"b'Inari One, Monologue, Oguri Cap'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Oguri Cap, Sasami Anshinzawa'"
b'Oguri and the Fluffy Feline',"b'Oguri Cap, Stray Cat'"
b'Migraine Blues',"b'Monologue, Oguri Cap'"
b'A Grown-Up Present',"b'Cafe Staff, Monologue, Oguri Cap'"
b'Pinned Hopes',"b'Monologue, Oguri Cap'"
b'Dashing through the Snow',"b'Biwa Hayahide, Monologue, Oguri Cap'"
b'Oguri the Forest Guide?',"b'Monologue, Oguri Cap, Tamamo Cross'"
"b""Everyone's Oguri Cap""","b'???, Monologue, Oguri Cap, Shige, Tamamo Cross, Tome, Yone'"
b'Better Than a Plushie',"b'Monologue, Oguri Cap, Tamamo Cross'"
b'Scout or Be Scouted',"b'Gold Ship, Mejiro McQueen, Monologue'"
b'Thar Be Treasure on Mystery Island!',"b'Gold Ship, Monologue'"
b'Manufactured Crisis',"b'Gold Ship, Monologue'"
"b""World's Greatest Umamusume?""","b'Caster, Gold Ship, Monologue'"
"b""Like It or Not, We're in This Together""","b'Gold Ship, Monologue'"
b'Golshi Saves the Day!',"b'Boy A, Boy B, Boys, Gold Ship, Monologue'"
b'Uncharted Summer Expedition',"b'Gold Ship, Monologue'"
b'Introducing Gold Ship!',"b'Gold Ship, Monologue'"
b'Before the Debut',"b'Gold Ship, Monologue'"
b'After the Debut: Off Course',"b'Gold Ship, Monologue'"
b'Before the Hopeful S.',"b'Gold Ship, Monologue'"
b'After the Hopeful S.: Road to Eden',"b'Gold Ship, Monologue'"
"b""New Year's Resolutions""","b'Gold Ship, Monologue'"
b'Moms Over Gods',"b'???, Gold Ship, Monologue, Super Creek'"
b'Before the Satsuki Sho',"b'Gold Ship, Monologue'"
b'After the Satsuki Sho: April Avenged',"b'Gold Ship, Monologue'"
b'Summer Camp (Year 2) Begins!',"b'Gold Ship, Monologue'"
b'At Summer Camp (Year 2)',"b'Eishin Flash, Gold Ship, Monologue, Tosen Jordan'"
b'Summer Camp (Year 2) Ends',"b'Gold Ship, Monologue'"
b'Before the Kikuka Sho',"b'Gold Ship, Monologue'"
b'After the Kikuka Sho: A Hint to Reach Eden',"b'???, Eishin Flash, Gold Ship, Monologue'"
b'Aiming for Paris Fashion Week',"b'???, Gold Ship, Gold Ship and T.M. Opera O, Monologue, T.M. Opera O'"
b'Before the Arima Kinen',"b'Gold Ship, Monologue'"
b'After the Arima Kinen: Collect the Keywords',"b'Eishin Flash, Gold Ship, Monologue'"
"b""New Year's Shrine Visit""","b'Gold Ship, Monologue'"
b'Raffle Time!',"b'Gold Ship, Monologue, Raffle Clerk'"
b'Aiming for Normiedom',"b'???, Gold Ship, Gold Ship and Winning Ticket, Mejiro McQueen, Monologue, Winning Ticket'"
"b""Valentine's Day""","b'Gold Ship, Monologue'"
b'Fan Fest',"b'Gold Ship, Sakura Bakushin O, Spectator A, Spectator B'"
b'Before the Tenno Sho (Spring)',"b'Eishin Flash, Gold Ship, Monologue'"
b'After the Tenno Sho (Spring): Keyword 1',"b'Eishin Flash, Gold Ship, Gold Ship and Tosen Jordan, Monologue, Tosen Jordan'"
b'Before the Takarazuka Kinen',"b'???, Gold Ship, Monologue, Tosen Jordan'"
b'After the Takarazuka Kinen: Keyword 2',"b'Gold Ship, Monologue, Tosen Jordan'"
b'After the Takarazuka Kinen: Keyword 2',"b'Gold Ship, Monologue, Spectator A, Spectator B, Tosen Jordan'"
b'Summer Camp (Year 3) Begins!',"b'Gold Ship, Monologue'"
b'Summer Camp (Year 3) Ends',"b'Gold Ship, Monologue'"
b'Before the Tenno Sho (Autumn)',"b'Gold Ship, Monologue'"
b'After the Tenno Sho (Autumn): Keyword 3',"b'???, Gold Ship, Monologue, Nakayama Festa, Tosen Jordan'"
b'A Serious Battle',"b'Bamboo Memory, Child, El Condor Pasa, Gold Ship, Mejiro Ryan, Monologue, Mother, Nakayama Festa, Umamusume Passerby A, Umamusume Passerby B'"
b'Holiday Season',"b'Gold Ship, Monologue'"
b'Before the Arima Kinen',"b'Eishin Flash, Gold Ship, Monologue, Tosen Jordan'"
b'After the Arima Kinen: The Final Keyword',"b'Eishin Flash, Gold Ship, Monologue, Tosen Jordan'"
b'Road to Eden',"b'???, Director Akikawa, Gold Ship, Monologue'"
b'Hot Spring Getaway',"b'Gold Ship, Monologue'"
b'Ending (Normal)',"b'Gold Ship, Monologue'"
b'The Start of a New Journey!',"b'Gold Ship, Monologue'"
b'Ready for a Challenge',"b'Gold Ship, Monologue, Umamusume A'"
b'Not This Time!',"b'Gold Ship, Monologue'"
b'Claw Machine!',"b'Gold Ship, Monologue'"
b'Claw Machine: Great Success!',"b'Gold Ship, Monologue'"
b'Claw Machine: Success!',"b'Gold Ship, Monologue'"
b'Claw Machine: Failure...',"b'Gold Ship, Monologue'"
b'Claw Machine: Great Success!',"b'Gold Ship, Monologue'"
b'Claw Machine: Success!',"b'Gold Ship, Monologue'"
b'Master Trainer',"b'Gold Ship, Monologue, Nakayama Festa'"
b'Dance Lesson',"b'Gold Ship, Monologue'"
b'Fan Letter',"b'Gold Ship, Monologue'"
b'Golshi in Big Trouble?!',"b'Gold Ship, Monologue, Teacher'"
b'School Defense Squad?',"b'Gold Ship, Monologue'"
b'The Seven Wonders of Golshi (Pending)',"b'Gold Ship, Monologue'"
b'Pair Discount Repeat Offender',"b'Gold Ship, Mejiro McQueen, Monologue'"
b'Which Did You Lose?',"b'Gold Ship, Mejiro Ryan, Monologue'"
b'My Part-Time Job Is... Crazy?',"b'Fuji Kiseki, Gold Ship, Monologue, Ritto Dorm Students'"
b'Legend of the Left Pinky',"b'Gold Ship, Monologue, Mysterious Girl, Suspicious Man A, Suspicious Man B'"
b'Hello From About 1.5 Billion Years Ago',"b'Boy A, Children, Girl A, Girl B, Gold Ship, Monologue, Mysterious Girl'"
b'And Then She...',"b'Gold Ship, Monologue, Mysterious Girl'"
b'A Lovely Place',"b'Gold Ship, Monologue'"
b'Nighttime Park Visit',"b'Gold Ship, Monologue'"
"b'The Day After, Voices Hoarse'","b'Gold Ship, Mejiro McQueen, Monologue'"
b'Golshi the Fickle Maiden \xe2\x98\x86',"b'Gold Ship, Monologue'"
"b""This One's For Keeps!""","b'Gold Ship, Monologue, Nakayama Festa'"
b'Golshi the Great Detective?',"b'Gold Ship, Mejiro McQueen, Monologue'"
b'Night Owl',"b'Gold Ship, Monologue'"
b'Skin Troubles',"b'Gold Ship, Monologue'"
b'Race Fatigue',"b'Gold Ship, Monologue'"
b'After Repeated Races...',"b'Gold Ship, Monologue'"
b'Victory!',"b'Gold Ship, Monologue'"
b'Solid Showing',"b'Gold Ship, Monologue'"
b'Defeat',"b'Gold Ship, Monologue'"
b'No More Losing!',b'Gold Ship'
b'Sleep Deprived',"b'Gold Ship, Monologue'"
b'All Refreshed',"b'Gold Ship, Monologue'"
b'Well-Rested!',"b'Gold Ship, Monologue'"
b'Praying at the Shrine!',"b'Gold Ship, Monologue'"
b'Slacking Off',"b'Gold Ship, Monologue, Tree Fairy (?), Umamusume A'"
b'Get Well Soon!',"b'Gold Ship, Monologue'"
"b""Don't Overdo It!""","b'Gold Ship, Monologue'"
b'At the Infirmary',"b'Gold Ship, Man A, Man B, Monologue'"
b'Extra Training',"b'Gold Ship, Monologue'"
b'Back in Shape!',"b'Gold Ship, Mejiro McQueen, Monologue'"
b'Killer Appetite!',"b'Gold Ship, Monologue'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Gold Ship, Monologue, Sasami Anshinzawa'"
b'Into the Sky?',"b'Gold Ship, Monologue'"
b'Migraine Blues',"b'Gold Ship, Monologue'"
b'The Red of the Protagonist!',"b'Gold Ship, Maruzensky, Monologue, Seeking the Pearl'"
"b'A Date, Golshi Style'","b'Gold Ship, Monologue, Tosen Jordan'"
"b""A Sudden Episode from Golshi's Past!""","b'Gold Ship, Monologue'"
b'What I Wanna Hear Is...',"b'Caster, Daiwa Scarlet, Monologue, Skilled Trainer A, Teacher A, Veteran Trainer A, Vodka'"
b'My Origin',"b'Monologue, Umamusume A, Vodka'"
b'Fearless Youngster',"b'Caster, Daiwa Scarlet, Monologue, Narita Brian, Skilled Trainer A, Umamusume A, Umamusume B, Veteran Trainer A, Vodka'"
b'Watch Me',"b'Daiwa Scarlet, Monologue, Narita Brian, Vodka'"
b'Superficial Coolness',"b'Classmate, Monologue, Older Student, Vodka'"
b'Long Road Ahead',"b'Monologue, Vodka'"
b'Using Both Strengths',"b'Monologue, Older Student, Vodka'"
b'Introducing Vodka!',"b'Daiwa Scarlet, Monologue, Vodka, Young Vodka'"
b'Before the Debut',"b'Male Spectator, Monologue, Rival Umamusume A, Rival Umamusume B, Vodka'"
b'After the Debut: Start of Something Big',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Hanshin J.F.',"b'Monologue, Vodka'"
b'After the Hanshin J.F.: Wheelie Spirit!',"b'Daiwa Scarlet, Monologue, Vodka'"
"b""New Year's Resolutions""","b'Monologue, Shrine Visitors, Vodka'"
b'Crossroads',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Tulip Sho',"b'Daiwa Scarlet, Monologue, Vodka'"
b'After the Tulip Sho: Preliminary Victory',"b'Daiwa Scarlet, Monologue, Vodka'"
b'After the Tulip Sho: Preliminary Defeat',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Oka Sho',"b'Monologue, Vodka'"
b'After the Oka Sho: Red-Hot Afterglow',"b'Daiwa Scarlet, Male Reporter, Monologue, Vodka'"
b'After the Oka Sho: A Lost Loser',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Dream Junction',"b'Monologue, Narita Brian, TV, Vodka'"
b'Before the Japanese Derby',"b'Monologue, Umamusume A, Vodka'"
b'After the Japanese Derby: A Major Achievement!',"b'Caster, Male Reporter, Monologue, Narita Brian, Reporters, Silence Suzuka, Special Week, Symboli Rudolf, Tokai Teio, Vodka'"
b'After the Japanese Derby: Towards a Comeback',"b'Male Reporter, Monologue, Reporters, Vodka'"
"b""Can't All Be Sunshine""","b'Daiwa Scarlet, Monologue, Vodka'"
b'Summer Camp (Year 2) Begins!',"b'Mejiro McQueen, Monologue, Tokai Teio, Vodka'"
b'At Summer Camp (Year 2)',"b'Drag Race Winner, Drag Racer, Mejiro McQueen, Monologue, Tokai Teio, Vodka'"
b'Summer Camp (Year 2) Ends',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Shuka Sho',"b'Caster, Daiwa Scarlet, Monologue, Vodka'"
b'After the Shuka Sho: Drunk on Victory',"b'Daiwa Scarlet, Monologue, Vodka'"
"b""After the Shuka Sho: Bad Dreamin'""","b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Arima Kinen',"b'Daiwa Scarlet, Monologue, Vodka'"
b'After the Arima Kinen: Hollow Victory',"b'Caster, Daiwa Scarlet, Monologue, Spectator A, Spectator B, Vodka'"
b'After the Arima Kinen: Veering off Course',"b'Caster, Daiwa Scarlet, Monologue, Vodka'"
"b""New Year's Shrine Visit""","b'Monologue, Vodka'"
b'Raffle Time!',"b'Monologue, Raffle Clerk, Vodka'"
"b""Valentine's Day""","b'Monologue, Vodka'"
b'An Outlaw Again',"b'Monologue, Vodka'"
b'Fan Fest',"b'Daiwa Scarlet, Fans, Female Fan A, Female Fan B, Gold Ship, Host, Male Fan A, Monologue, Vodka'"
b'Before the Victoria Mile',"b'Monologue, Vodka'"
b'After the Victoria Mile: New Radiance',"b'Monologue, Vodka'"
b'Before the Yasuda Kinen',b'Vodka'
b'After the Yasuda Kinen: Pedal to the Metal!',"b'Monologue, Vodka'"
b'After the Yasuda Kinen: Consecutive Celebration',"b'Monologue, Vodka'"
b'Summer Camp (Year 3) Begins!',"b'Monologue, Tokai Teio, Vodka'"
b'Summer Camp (Year 3) Ends',"b'Monologue, Vodka'"
b'Road of Stardust',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Tenno Sho (Autumn)',"b'Daiwa Scarlet, Monologue, Vodka'"
b'After the Tenno Sho (Autumn): Living for Myself',"b'Caster, Daiwa Scarlet, Monologue, Narita Brian, Vodka'"
b'Holiday Season',"b'Monologue, Vodka'"
b'Hot Spring Getaway',"b'Monologue, Vodka'"
b'Ending (Normal)',"b'Monologue, Vodka'"
b'Unending Challenge',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Before the Queen Elizabeth II Cup',"b'Daiwa Scarlet, Vodka'"
b'After the Queen Elizabeth II Cup: Tyrannical Queen!',"b'Daiwa Scarlet, Monologue, Vodka'"
b'After the Queen Elizabeth II Cup: Tsundere Queen',"b'Daiwa Scarlet, Monologue, Vodka'"
b'The Coolest and Number One',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Ready for a Challenge',b'Vodka'
b'Not This Time!',b'Vodka'
b'Claw Machine!',"b'Monologue, Vodka'"
b'Claw Machine: Great Success!',"b'Monologue, Vodka'"
b'Claw Machine: Success!',"b'Monologue, Vodka'"
b'Claw Machine: Failure...',"b'Monologue, Vodka'"
b'Claw Machine: Great Success!',"b'Monologue, Vodka'"
b'Claw Machine: Success!',"b'Monologue, Vodka'"
b'Master Trainer',"b'Monologue, Vodka'"
b'Dance Lesson',"b'Monologue, Vodka'"
b'Fan Letter',"b'Monologue, Vodka'"
b'Manners Are Important!',"b'Monologue, Vodka'"
b'Beware of Sudden Downpours',"b'Monologue, Vodka'"
b'This is a Nightmare!',"b'Monologue, Vodka'"
b'Like a Kid',"b'Boy A, Children, Daiwa Scarlet, Monologue, Vodka'"
b'Challenging Fate',"b'Kawakami Princess, Monologue, The Two, Vodka'"
b'Showdown by the River!',"b'Monologue, Tokai Teio, Vodka'"
b'The Standards of Coolness',"b'Monologue, Store Clerk A, Vodka'"
"b'Ring Out, Passionate Sound!'","b'Daiwa Scarlet, Monologue, Umamusume A, Vodka'"
b'The Way of Cool',"b'Man A, Monologue, Vodka'"
"b""Let's Take a Little Detour""","b'Monologue, Vodka'"
b'Sugar and Spice',"b'Crepe Shop Clerk, Monologue, Vodka'"
b'The Ultimate Choice',b'Vodka'
b'Fire Up Your Engines!',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Night Owl',"b'Monologue, Vodka'"
b'Skin Troubles',"b'Monologue, Vodka'"
b'Race Fatigue',"b'Monologue, Vodka'"
b'After Repeated Races...',"b'Monologue, Vodka'"
b'Victory!',b'Vodka'
b'Solid Showing',b'Vodka'
b'Defeat',b'Vodka'
b'No More Losing!',b'Vodka'
b'Sleep Deprived',"b'Monologue, Vodka'"
b'All Refreshed',b'Vodka'
b'Well-Rested!',"b'Monologue, Vodka'"
b'Praying at the Shrine!',"b'Monologue, Vodka'"
b'Slacking Off',"b'Monologue, Vodka'"
b'Get Well Soon!',"b'Monologue, Vodka'"
"b""Don't Overdo It!""",b'Vodka'
b'At the Infirmary',"b'Monologue, Vodka'"
b'Extra Training',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Back in Shape!',"b'Daiwa Scarlet, Monologue, Vodka'"
b'Awkward Honesty',"b'Monologue, Vodka'"
"b'Just an Acupuncturist, No Worries! \xe2\x98\x86'","b'???, Monologue, Sasami Anshinzawa, Vodka'"
b'Hot Ride',"b'Monologue, Vodka'"
b'Migraine Blues',"b'Monologue, Vodka'"
b'Vintage Style',"b'Man in Leather Jacket A, Man in Leather Jacket B, Monologue, Vodka'"
b'Makings of a Friend',"b'Monologue, Vodka'"
b'Hot and Cool',"b'Daiwa Scarlet, Monologue, Photographer, Vodka, Vodka and Daiwa Scarlet'"
"b""I Don't Want to Lose to You""","b'Caster, Daiwa Scarlet, Monologue, New Trainer A, Skilled Trainer A, Veteran Trainer A, Vodka'"
"b""I'm Not Like Her""","b'Air Groove, Daiwa Scarlet, Monologue, New Trainer A, Skilled Trainer A, Trainers, Veteran Trainer A, Vodka'"
b'What a Weirdo',"b'Daiwa Scarlet, Monologue, New Trainer A, Skilled Trainer A, Tokai Teio, Vodka'"
b'The Unlikely Pair',"b'Air Groove, Daiwa Scarlet, Monologue, Tokai Teio, Vodka'"
b'Two Sides of an Honor Student',"b'Classmate A, Daiwa Scarlet, Monologue, Teacher A'"
b'A Perfect Present',"b'Daiwa Scarlet, Monologue'"
"b""This Isn't Like Me, But...""","b'Daiwa Scarlet, Monologue, Umamusume A'"
b'Introducing Daiwa Scarlet!',"b'Daiwa Scarlet, Monologue, Teacher, Umamusume A, Vodka'"
b'Before the Debut',"b'Daiwa Scarlet, Monologue'"
b'After the Debut: Towards the Tiara',"b'Daiwa Scarlet, Monologue'"
b'There Can Only Be One',"b'Daiwa Scarlet, Kawakami Princess, Monologue, Sweep Tosho'"
"b""New Year's Resolutions""","b'Daiwa Scarlet, Monologue'"
